ID	PARAMETER_ID	CONCEPT	DOCULECT	SUBGROUP	VALUE	FORM	TOKENS	IPA	COGIDS_BROAD	COGIDS_FINE	LATITUDE	LONGITUDE	SOURCE
147	88_salty	SALTY	AbasoloValleMixtec	Mixtec	u'a	u'a	u ³ ʔ a ³	u³ʔa³	628	628	17.78287	-95.54381	galindo-sanchez2009vocabulario
148	157_bitter	BITTER	AbasoloValleMixtec	Mixtec	uva	uva	u ³ β a ³	u³βa³	51	51	17.78287	-95.54381	galindo-sanchez2009vocabulario
149	98_tasty	TASTY	AbasoloValleMixtec	Mixtec	ási	ási	a ⁵ s i ³	a⁵si³	755	755	17.78287	-95.54381	galindo-sanchez2009vocabulario
150	199_wide	WIDE	AbasoloValleMixtec	Mixtec	ntika	ntika	ⁿd i ³ k a ³	ⁿdi³ka³	845	845	17.78287	-95.54381	galindo-sanchez2009vocabulario
151	180_new	NEW	AbasoloValleMixtec	Mixtec	tsaà	tsaà	ts a ³ a ¹	tsa³a¹	476	476	17.78287	-95.54381	galindo-sanchez2009vocabulario
152	108_ugly	UGLY	AbasoloValleMixtec	Mixtec	kíni	kíni	k i ⁵ n i ³	ki⁵ni³	812	812	17.78287	-95.54381	galindo-sanchez2009vocabulario
153	173_jealous	JEALOUS	AbasoloValleMixtec	Mixtec	kuiñu	kuiñu	kʷ i ³ ɲ u ³	kʷi³ɲu³	374	374	17.78287	-95.54381	galindo-sanchez2009vocabulario
154	66_near	NEAR	AbasoloValleMixtec	Mixtec	yachi	yachi	ʒ a ³ tʃ i ³	ʒa³tʃi³	459	459	17.78287	-95.54381	galindo-sanchez2009vocabulario
155	44_heavy	HEAVY	AbasoloValleMixtec	Mixtec	vee	vee	β e ³ e ³	βe³e³	326	326	17.78287	-95.54381	galindo-sanchez2009vocabulario
156	145_raw	RAW	AbasoloValleMixtec	Mixtec	i'i	i'i	i ³ ʔ i ³	i³ʔi³	591	591	17.78287	-95.54381	galindo-sanchez2009vocabulario
157	189_smooth	SMOOTH	AbasoloValleMixtec	Mixtec	ntii	ntii	ⁿd i ³ i ³	ⁿdi³i³	660	660	17.78287	-95.54381	galindo-sanchez2009vocabulario
158	93_slow	SLOW	AbasoloValleMixtec	Mixtec	kue kueni ~ kueni kueni	kueni	kʷ e ³ + n i ³	kʷe³+ni³	662 1014	662 1014	17.78287	-95.54381	galindo-sanchez2009vocabulario
159	118_yesterday	YESTERDAY	AbasoloValleMixtec	Mixtec	kúni	kúni	k u ⁵ n i ³	ku⁵ni³	878	878	17.78287	-95.54381	galindo-sanchez2009vocabulario
160	116_year	YEAR	AbasoloValleMixtec	Mixtec	kuia	kuia	kʷ i ³ a ³	kʷi³a³	872	872	17.78287	-95.54381	galindo-sanchez2009vocabulario
161	70_nowortoday	NOW OR TODAY	AbasoloValleMixtec	Mixtec	vichi	vichi	β i ³ tʃ i ³	βi³tʃi³	501	501	17.78287	-95.54381	galindo-sanchez2009vocabulario
162	143_night	NIGHT	AbasoloValleMixtec	Mixtec	tsikua	tsikua	ts i ³ + kʷ a ³	tsi³+kʷa³	475 480	475 480	17.78287	-95.54381	galindo-sanchez2009vocabulario
163	21_day24hours	DAY (24 HOURS)	AbasoloValleMixtec	Mixtec	kii	kii	k i ³ i ³	ki³i³	163	163	17.78287	-95.54381	galindo-sanchez2009vocabulario
164	130_daynotnight	DAY (NOT NIGHT)	AbasoloValleMixtec	Mixtec	ntuu	ntuu	ⁿd u ³ u ³	ⁿdu³u³	1	1	17.78287	-95.54381	galindo-sanchez2009vocabulario
165	137_half	HALF	AbasoloValleMixtec	Mixtec	sava	sava	s a ³ β a ³	sa³βa³	314	314	17.78287	-95.54381	galindo-sanchez2009vocabulario
166	57_money	MONEY	AbasoloValleMixtec	Mixtec	xu'un	xu'un	ʃ u ³ ʔ ũ ³	ʃu³ʔũ³	428	428	17.78287	-95.54381	galindo-sanchez2009vocabulario
167	115_workingorwork	WORKING OR WORK	AbasoloValleMixtec	Mixtec	chuun	chuun	tʃ ũ ³ ũ ³	tʃũ³ũ³	870	870	17.78287	-95.54381	galindo-sanchez2009vocabulario
168	114_word	WORD	AbasoloValleMixtec	Mixtec	tu'un	tu'un	t u ³ ʔ ũ ³	tu³ʔũ³	863	863	17.78287	-95.54381	galindo-sanchez2009vocabulario
169	162_dream	DREAM	AbasoloValleMixtec	Mixtec	mà'na	mà'na	m a ¹ ʔ n a ³	ma¹ʔna³	176	176	17.78287	-95.54381	galindo-sanchez2009vocabulario
170	221_music	MUSIC	AbasoloValleMixtec	Mixtec	yáá	yáá	ʒ a ⁵ a ⁵	ʒa⁵a⁵	457	457	17.78287	-95.54381	galindo-sanchez2009vocabulario
171	5_tortillabasket	TORTILLA BASKET	AbasoloValleMixtec	Mixtec	nto'ó	nto'ó	ⁿd o ³ ʔ o ⁵	ⁿdo³ʔo⁵	19	19	17.78287	-95.54381	galindo-sanchez2009vocabulario
172	58_mother	MOTHER	AlacatlatzalaMixtec	Mixtec	si'í	si'í	s i ³ ʔ i ⁵	si³ʔi⁵	433	433	17.25	-98.58	zylstra2012gramatica
173	59_mothervocative	MOTHER VOCATIVE	AlacatlatzalaMixtec	Mixtec	nana	nana	n a ³ n a ³	na³na³	432	432	17.25	-98.58	zylstra2012gramatica
174	32_father	FATHER	AlacatlatzalaMixtec	Mixtec	yivá	yivá	j i ³ β a ⁵	ji³βa⁵	221	221	17.25	-98.58	zylstra2012gramatica
175	229_fathervocative	FATHER VOCATIVE	AlacatlatzalaMixtec	Mixtec	tata	tata	t a ³ t a ³	ta³ta³	220	220	17.25	-98.58	zylstra2012gramatica
176	15_childdescendant	CHILD (DESCENDANT)	AlacatlatzalaMixtec	Mixtec	sa̠'ya	sa̠'ya	s a ¹ ʔ j a ³	sa¹ʔja³	103	103	17.25	-98.58	zylstra2012gramatica
177	12_brotherofman	BROTHER (OF MAN)	AlacatlatzalaMixtec	Mixtec	ñani	ñani	ɲ a ³ n i ³	ɲa³ni³	84	84	17.25	-98.58	zylstra2012gramatica
178	148_sisterofwoman	SISTER (OF WOMAN)	AlacatlatzalaMixtec	Mixtec	ki̠'vi̠	ki̠'vi̠	k i ¹ ʔ β i ¹	ki¹ʔβi¹	651	651	17.25	-98.58	zylstra2012gramatica
179	53_man	MAN	AlacatlatzalaMixtec	Mixtec	ta̠a	ta̠a	t a ¹ a ³	ta¹a³	414	414	17.25	-98.58	zylstra2012gramatica
180	113_woman	WOMAN	AlacatlatzalaMixtec	Mixtec	ña'a̠n	ña'a̠n	ɲ a ³ ʔ ã ¹	ɲa³ʔã¹	858	858	17.25	-98.58	zylstra2012gramatica
181	79_priest	PRIEST	AlacatlatzalaMixtec	Mixtec	su̠tu̠	su̠tu̠	s u ¹ t u ¹	su¹tu¹	568	568	17.25	-98.58	zylstra2012gramatica
182	11_bone	BONE	AlacatlatzalaMixtec	Mixtec	leke	leke	l e ³ k e ³	le³ke³	456	456	17.25	-98.58	zylstra2012gramatica
183	29_face	FACE	AlacatlatzalaMixtec	Mixtec	no̠o̠	no̠o̠	n o ¹ o ¹	no¹o¹	210	210	17.25	-98.58	zylstra2012gramatica
184	197_tooth	TOOTH	AlacatlatzalaMixtec	Mixtec	no'o̠n	no'o̠n	n o ³ ʔ õ ¹	no³ʔõ¹	785	785	17.25	-98.58	zylstra2012gramatica
185	131_ear	EAR	AlacatlatzalaMixtec	Mixtec	so̠'o	so̠'o	s o ¹ ʔ o ³	so¹ʔo³	194	194	17.25	-98.58	zylstra2012gramatica
186	3_back	BACK	AlacatlatzalaMixtec	Mixtec	sa̠ta̠	sa̠ta̠	s a ¹ t a ¹	sa¹ta¹	11	11	17.25	-98.58	zylstra2012gramatica
187	6_bellyorstomach	BELLY OR STOMACH	AlacatlatzalaMixtec	Mixtec	ti̠xin	ti̠xin	t i ¹ ʃ ĩ ³	ti¹ʃĩ³	36	36	17.25	-98.58	zylstra2012gramatica
188	37_foot	FOOT	AlacatlatzalaMixtec	Mixtec	xa̠'a̠	xa̠'a̠	ʃ a ¹ ʔ a ¹	ʃa¹ʔa¹	258	258	17.25	-98.58	zylstra2012gramatica
189	227_clothes	CLOTHES	AlacatlatzalaMixtec	Mixtec	tiko̠to̠	tiko̠to̠	t i ³ + k o ¹ t o ¹	ti³+ko¹to¹	4 67	4 67	17.25	-98.58	zylstra2012gramatica
190	223_trousers	TROUSERS	AlacatlatzalaMixtec	Mixtec	xati	xati	ʃ a ³ t i ³	ʃa³ti³	802	802	17.25	-98.58	zylstra2012gramatica
191	1_animal	ANIMAL	AlacatlatzalaMixtec	Mixtec	kiti̠	kiti̠	k i ³ t i ¹	ki³ti¹	2	2	17.25	-98.58	zylstra2012gramatica
192	166_frog	FROG	AlacatlatzalaMixtec	Mixtec	sa'va̠	sa'va̠	s a ³ ʔ β a ¹	sa³ʔβa¹	263	263	17.25	-98.58	zylstra2012gramatica
193	207_hawk	HAWK	AlacatlatzalaMixtec	Mixtec	sí'ñá	sí'ñá	s i ⁵ ʔ ɲ a ⁵	si⁵ʔɲa⁵	193	193	17.25	-98.58	anderson2006vocabulario
194	89_scorpion	SCORPION	AlacatlatzalaMixtec	Mixtec	tísi̠'ma	tí-si̠'ma	t i ⁵ + s i ¹ ʔ m a ³	ti⁵+si¹ʔma³	9 1044 635	9 1044 635	17.25	-98.58	zylstra2012gramatica
195	155_bee	BEE	AlacatlatzalaMixtec	Mixtec	tí-ñóño̠	tí-ñóño̠	t i ⁵ + ɲ o ⁵ ɲ o ³	ti⁵+ɲo⁵ɲo³	9 29	9 29	17.25	-98.58	zylstra2012gramatica
196	23_deer	DEER	AlacatlatzalaMixtec	Mixtec	yusu	yusu	j u ³ s u ³	ju³su³	164	164	17.25	-98.58	zylstra2012gramatica
197	187_skunk	SKUNK	AlacatlatzalaMixtec	Mixtec	ti̠'ín	ti̠'ín	t + i ¹ ʔ ĩ ⁵	t+i¹ʔĩ⁵	9 655	9 655	17.25	-98.58	zylstra2012gramatica
198	211_raccoon	RACCOON	AlacatlatzalaMixtec	Mixtec	yii mató'on	yii-mató'on	j i ³ i ³ + m a ³ t o ⁵ ʔ õ ³	ji³i³+ma³to⁵ʔõ³	539 544	539 544	17.25	-98.58	anderson2006vocabulario
199	215_vulture	VULTURE	AlacatlatzalaMixtec	Mixtec	tio̠ko chée	tio̠ko-chée	tʲ + o ¹ k o ³ + tʃ e ⁵ e ³	tʲ+o¹ko³+tʃe⁵e³	9 321 46	9 321 46	17.25	-98.58	zylstra2012gramatica
200	85_rooster	ROOSTER	AlacatlatzalaMixtec	Mixtec	nduxú chée	nduxú-chée	ⁿd u ³ ʃ u ⁵ + tʃ e ⁵ e ³	ⁿdu³ʃu⁵+tʃe⁵e³	99 46	99 46	17.25	-98.58	zylstra2012gramatica
202	112_wing	WING	AlacatlatzalaMixtec	Mixtec	ndixi̠n	ndixi̠n	ⁿd i ³ ʃ ĩ ¹	ⁿdi³ʃĩ¹	853	853	17.25	-98.58	anderson2006vocabulario
203	105_tree	TREE	AlacatlatzalaMixtec	Mixtec	yito̠n	yito̠n	j i ³ t õ ¹	ji³tõ¹	799	799	17.25	-98.58	zylstra2012gramatica
204	40_grass	GRASS	AlacatlatzalaMixtec	Mixtec	ndáyo'o	ndá-yo'o	ⁿd a ⁵ + j o ³ ʔ o ³	ⁿda⁵+jo³ʔo³	320 140	320 140	17.25	-98.58	anderson2006vocabulario
205	19_cornfield	CORN FIELD	AlacatlatzalaMixtec	Mixtec	yutu	yutu	j u ³ t u ³	ju³tu³	145	145	17.25	-98.58	zylstra2012gramatica
206	132_earofcornfresh	EAR OF CORN (FRESH)	AlacatlatzalaMixtec	Mixtec	ndisi̠	ndisi̠	ⁿd i ³ s i ¹	ⁿdi³si¹	199	199	17.25	-98.58	anderson2006vocabulario
207	103_tortilla	TORTILLA	AlacatlatzalaMixtec	Mixtec	si̠ta̠	si̠ta̠	s i ¹ t a ¹	si¹ta¹	789	789	17.25	-98.58	zylstra2012gramatica
208	206_greenbean	GREEN BEAN	AlacatlatzalaMixtec	Mixtec	ndi̠chi	ndi̠chi	ⁿd i ¹ tʃ i ³	ⁿdi¹tʃi³	308	308	17.25	-98.58	anderson2006vocabulario
209	124_chilipepper	CHILI PEPPER	AlacatlatzalaMixtec	Mixtec	ya'a̠	ya'a̠	j a ³ ʔ a ¹	ja³ʔa¹	107	107	17.25	-98.58	zylstra2012gramatica
210	87_salt	SALT	AlacatlatzalaMixtec	Mixtec	ñi̠i̠	ñi̠i̠	ɲ i ¹ i ¹	ɲi¹i¹	624	624	17.25	-98.58	zylstra2012gramatica
211	14_chayote	CHAYOTE	AlacatlatzalaMixtec	Mixtec	naña̠	naña̠	n a ³ ɲ a ¹	na³ɲa¹	96	96	17.25	-98.58	anderson2006vocabulario
212	102_tomato	TOMATO	AlacatlatzalaMixtec	Mixtec	tinana	ti-nana	t i ³ + n a ³ n a ³	ti³+na³na³	9 775	9 775	17.25	-98.58	anderson2006vocabulario
213	214_sweetpotato	SWEET POTATO	AlacatlatzalaMixtec	Mixtec	ñá'mi	ñá'mi	ɲ a ⁵ ʔ m i ³	ɲa⁵ʔmi³	738	738	17.25	-98.58	anderson2006vocabulario
214	4_banana	BANANA	AlacatlatzalaMixtec	Mixtec	chita̠	chita̠	tʃ i ³ t a ¹	tʃi³ta¹	14	14	17.25	-98.58	zylstra2012gramatica
215	78_pricklypearcactus	PRICKLY PEAR CACTUS	AlacatlatzalaMixtec	Mixtec	vi̠'nda̠	vi̠'nda̠	β i ¹ ʔ ⁿd a ¹	βi¹ʔⁿda¹	564	564	17.25	-98.58	anderson2006vocabulario
216	219_mamey	MAMEY	AlacatlatzalaMixtec	Mixtec	ndika̠	ndika̠	ⁿd i ³ k a ¹	ⁿdi³ka¹	411	411	17.25	-98.58	anderson2006vocabulario
217	54_meat	MEAT	AlacatlatzalaMixtec	Mixtec	ko̠ñu	ko̠ñu	k o ¹ ɲ u ³	ko¹ɲu³	418	418	17.25	-98.58	zylstra2012gramatica
218	188_smokeexhaust	SMOKE (EXHAUST)	AlacatlatzalaMixtec	Mixtec	ñi̠'ma̠	ñi̠'ma̠	ɲ i ¹ ʔ m a ¹	ɲi¹ʔma¹	682	682	17.25	-98.58	zylstra2012gramatica
219	135_gourdbowl	GOURD BOWL	AlacatlatzalaMixtec	Mixtec	yaxi̠n	yaxi̠n	j a ³ ʃ ĩ ¹	ja³ʃĩ¹	291	291	17.25	-98.58	zylstra2012gramatica
220	86_rope	ROPE	AlacatlatzalaMixtec	Mixtec	yo'o̠	yo'o̠	j o ³ ʔ o ¹	jo³ʔo¹	619	619	17.25	-98.58	zylstra2012gramatica
221	190_soap	SOAP	AlacatlatzalaMixtec	Mixtec	nama̠	nama̠	n a ³ m a ¹	na³ma¹	690	690	17.25	-98.58	zylstra2012gramatica
222	140_moon	MOON	AlacatlatzalaMixtec	Mixtec	yo̠o̠	yo̠o̠	j o ¹ o ¹	jo¹o¹	430	430	17.25	-98.58	zylstra2012gramatica
223	175_lightning	LIGHTNING	AlacatlatzalaMixtec	Mixtec	taxa	taxa	t a ³ ʃ a ³	ta³ʃa³	388	388	17.25	-98.58	zylstra2012gramatica
224	183_plain	PLAIN	AlacatlatzalaMixtec	Mixtec	yoso̠	yoso̠	j o ³ s o ¹	jo³so¹	535	535	17.25	-98.58	anderson2006vocabulario
225	52_limematerial	LIME (MATERIAL)	AlacatlatzalaMixtec	Mixtec	kaka	kaka	k a ³ k a ³	ka³ka³	399	399	17.25	-98.58	anderson2006vocabulario
226	122_beeswax	BEESWAX	AlacatlatzalaMixtec	Mixtec	ñima	ñima	ɲ i ³ m a ³	ɲi³ma³	33	33	17.25	-98.58	zylstra2012gramatica
227	163_dust	DUST	AlacatlatzalaMixtec	Mixtec	ya̠a̠	ya̠a̠	j a ¹ a ¹	ja¹a¹	185	185	17.25	-98.58	anderson2006vocabulario
228	117_yellow	YELLOW	AlacatlatzalaMixtec	Mixtec	kuáán	kuáán	kʷ ã ⁵ ã ⁵	kʷã⁵ã⁵	876	876	17.25	-98.58	zylstra2012gramatica
229	111_white	WHITE	AlacatlatzalaMixtec	Mixtec	yaa	yaa	j a ³ a ³	ja³a³	843	843	17.25	-98.58	zylstra2012gramatica
230	71_one	ONE	AlacatlatzalaMixtec	Mixtec	ñii	ñii	ɲ i ³ i ³	ɲi³i³	507	507	17.25	-98.58	zylstra2012gramatica
231	101_three	THREE	AlacatlatzalaMixtec	Mixtec	u̠ni̠	u̠ni̠	u ¹ n i ¹	u¹ni¹	771	771	17.25	-98.58	zylstra2012gramatica
232	38_four	FOUR	AlacatlatzalaMixtec	Mixtec	ko̠mi̠	ko̠mi̠	k o ¹ m i ¹	ko¹mi¹	260	260	17.25	-98.58	zylstra2012gramatica
233	92_six	SIX	AlacatlatzalaMixtec	Mixtec	i̠ño̠	i̠ño̠	i ¹ ɲ o ¹	i¹ɲo¹	652	652	17.25	-98.58	zylstra2012gramatica
234	90_seven	SEVEN	AlacatlatzalaMixtec	Mixtec	u̠xa̠	u̠xa̠	u ¹ ʃ a ¹	u¹ʃa¹	638	638	17.25	-98.58	zylstra2012gramatica
235	28_eight	EIGHT	AlacatlatzalaMixtec	Mixtec	o̠na̠	o̠na̠	o ¹ n a ¹	o¹na¹	207	207	17.25	-98.58	zylstra2012gramatica
236	48_hot	HOT	AlacatlatzalaMixtec	Mixtec	ñi'ní	ñi'ní	ɲ i ³ ʔ n i ⁵	ɲi³ʔni⁵	357	357	17.25	-98.58	zylstra2012gramatica
237	7_bigplural	BIG (PLURAL)	AlacatlatzalaMixtec	Mixtec	ná'no	ná'no	n a ⁵ ʔ n o ³	na⁵ʔno³	42	42	17.25	-98.58	zylstra2012gramatica
238	212_smallplural	SMALL (PLURAL)	AlacatlatzalaMixtec	Mixtec	kuálí	kuálí	kʷ a ⁵ l i ⁵	kʷa⁵li⁵	669	669L	17.25	-98.58	zylstra2012gramatica
239	39_good	GOOD	AlacatlatzalaMixtec	Mixtec	va̠'a	va̠'a	β a ¹ ʔ a ³	βa¹ʔa³	286	286	17.25	-98.58	zylstra2012gramatica
240	157_bitter	BITTER	AlacatlatzalaMixtec	Mixtec	yo̠va̠	yo̠va̠	j o ¹ β a ¹	jo¹βa¹	51	51	17.25	-98.58	anderson2006vocabulario
241	30_far	FAR	AlacatlatzalaMixtec	Mixtec	xíká	xíká	ʃ i ⁵ k a ⁵	ʃi⁵ka⁵	212	212	17.25	-98.58	zylstra2012gramatica
242	93_slow	SLOW	AlacatlatzalaMixtec	Mixtec	kueé	kueé	kʷ e ³ e ⁵	kʷe³e⁵	662	662	17.25	-98.58	zylstra2012gramatica
243	116_year	YEAR	AlacatlatzalaMixtec	Mixtec	kui̠ya̠	kui̠ya̠	kʷ i ¹ j a ¹	kʷi¹ja¹	872	872	17.25	-98.58	zylstra2012gramatica
244	70_nowortoday	NOW OR TODAY	AlacatlatzalaMixtec	Mixtec	vitin	vitin	β i ³ t ĩ ³	βi³tĩ³	501	501	17.25	-98.58	zylstra2012gramatica
245	130_daynotnight	DAY (NOT NIGHT)	AlacatlatzalaMixtec	Mixtec	ndiví	ndiví	ⁿd i ³ β i ⁵	ⁿdi³βi⁵	1	1	17.25	-98.58	zylstra2012gramatica
246	115_workingorwork	WORKING OR WORK	AlacatlatzalaMixtec	Mixtec	chiño	chiño	tʃ i ³ ɲ o ³	tʃi³ɲo³	870	870	17.25	-98.58	zylstra2012gramatica
247	133_blame	BLAME	AlacatlatzalaMixtec	Mixtec	kua̠chi	kua̠chi	kʷ a ¹ tʃ i ³	kʷa¹tʃi³	61	61	17.25	-98.58	zylstra2012gramatica
248	110_when	WHEN	AlacatlatzalaMixtec	Mixtec	ama	ama	a ³ m a ³	a³ma³	840	840	17.25	-98.58	zylstra2012gramatica
255	144_owner	OWNER	AlacatlatzalaMixtec	Mixtec	shi-tóhó	shi-tóhó	ʃ i ³ + t o ⁵ ʔ o ⁵	ʃi³+to⁵ʔo⁵	485 512	485 512	17.25	-98.58	zylstra1991syntactic
256	11_bone	BONE	AlacatlatzalaMixtec	Mixtec	yīki	yīki	j i ³ k i ¹	ji³ki¹	74	74	17.25	-98.58	zylstra1991syntactic
272	47_hornanatomy	HORN (ANATOMY)	AlacatlatzalaMixtec	Mixtec	ndiki	ndiki	ⁿd i ³ k i ³	ⁿdi³ki³	350	350	17.25	-98.58	zylstra1991syntactic
279	102_tomato	TOMATO	AlacatlatzalaMixtec	Mixtec	ti-nānā	ti-nānā	t i ¹ + n a ³ n a ³	ti¹+na³na³	9 775	9 775	17.25	-98.58	zylstra1991syntactic
287	183_plain	PLAIN	AlacatlatzalaMixtec	Mixtec	ndōsō	ndōsō	ⁿd o ³ s o ³	ⁿdo³so³	535	535	17.25	-98.58	zylstra1991syntactic
305	115_workingorwork	WORKING OR WORK	SanEstebanAtatlahucaMixtec	Mixtec	jniñu	jniñu	n̥ i ³ ɲ u ³	n̥i³ɲu³	870	870	17.07133	-97.67753	alexander1980gramatica
306	114_word	WORD	SanEstebanAtatlahucaMixtec	Mixtec	jnūhun	jnūhun	n̥ u ¹ ʔ ũ ³	n̥u¹ʔũ³	863	863	17.07133	-97.67753	alexander1980gramatica
307	110_when	WHEN	SanEstebanAtatlahucaMixtec	Mixtec	na	na	n a ³	na³	839	839	17.07133	-97.67753	alexander1980gramatica
308	65_song	SONG	SanEstebanAtatlahucaMixtec	Mixtec	yaa	yaa	ʒ a ³ a ³	ʒa³a³	457	457	17.07133	-97.67753	alexander1980gramatica
310	144_owner	OWNER	SanEstebanAtatlahucaMixtec	Mixtec	xi-toʔo	xi-toʔo	x i + t o ʔ o	xi+toʔo	485 512	485 512	17.07133	-97.67753	josserand1983mixtec
312	172_intestines	INTESTINES	SanEstebanAtatlahucaMixtec	Mixtec	žɨtɨ	žɨtɨ	ʒ ɨ t ɨ	ʒɨtɨ	367	367	17.07133	-97.67753	josserand1983mixtec
313	193_swelling	SWELLING	SanEstebanAtatlahucaMixtec	Mixtec	kʷɨ̧ñɨ̧	kʷɨ̧ñɨ̧	kʷ ɨ̃ ɲ ɨ̃	kʷɨ̃ɲɨ̃	742	742	17.07133	-97.67753	josserand1983mixtec
317	207_hawk	HAWK	SanEstebanAtatlahucaMixtec	Mixtec	ši̧ʔña̧	ši̧ʔña̧	ʃ ĩ ʔ ɲ ã	ʃĩʔɲã	193	193	17.07133	-97.67753	josserand1983mixtec
323	203_corndough	CORN DOUGH	SanEstebanAtatlahucaMixtec	Mixtec	ñu̧xȩ	ñu̧xȩ	ɲ ũ x ẽ	ɲũxẽ	142	142	17.07133	-97.67753	josserand1983mixtec
325	171_honey	HONEY	SanEstebanAtatlahucaMixtec	Mixtec	ⁿdūši	ⁿdūši	ⁿd u ¹ ʃ i ³	ⁿdu¹ʃi³	344	344	17.07133	-97.67753	josserand1983mixtec
328	200_boxorchest	BOX OR CHEST	SanEstebanAtatlahucaMixtec	Mixtec	yeNnu̧	yeNnu̧	ʒ e n̥ n ũ	ʒen̥nũ	79	79	17.07133	-97.67753	josserand1983mixtec
333	122_beeswax	BEESWAX	SanEstebanAtatlahucaMixtec	Mixtec	ñu̧ma̧	ñu̧ma̧	ɲ ũ m ã	ɲũmã	33	33	17.07133	-97.67753	josserand1983mixtec
345	88_salty	SALTY	SanEstebanAtatlahucaMixtec	Mixtec	uʔvā	uʔvā	u ³ ʔ β a ¹	u³ʔβa¹	628	628	17.07133	-97.67753	josserand1983mixtec
346	139_lazy	LAZY	SanEstebanAtatlahucaMixtec	Mixtec	kúxí	kúxí	k u ⁵ x i ⁵	ku⁵xi⁵	379	379	17.07133	-97.67753	josserand1983mixtec
348	189_smooth	SMOOTH	SanEstebanAtatlahucaMixtec	Mixtec	lɨ́ʔvɨ́	lɨ́ʔvɨ́	l ɨ ⁵ ʔ β ɨ ⁵	lɨ⁵ʔβɨ⁵	660	660L	17.07133	-97.67753	josserand1983mixtec
349	70_nowortoday	NOW OR TODAY	SanEstebanAtatlahucaMixtec	Mixtec	žačī	žačī	ʒ a ³ tʃ i ¹	ʒa³tʃi¹	506	506	17.07133	-97.67753	josserand1983mixtec
351	133_blame	BLAME	SanEstebanAtatlahucaMixtec	Mixtec	kʷāči	kʷāči	kʷ a ¹ tʃ i ³	kʷa¹tʃi³	61	61	17.07133	-97.67753	josserand1983mixtec
354	197_tooth	TOOTH	SanEstebanAtatlahucaMixtec	Mixtec	Nù̧ʔū̧	Nù̧ʔū̧	n̥ ũ ¹ ʔ ũ ³	n̥ũ¹ʔũ³	785	785	17.07133	-97.67753	durr1987preliminary
366	170_griddle	GRIDDLE	SanEstebanAtatlahucaMixtec	Mixtec	xīžò	xīžò	x i ³ ʒ o ¹	xi³ʒo¹	310	310	17.07133	-97.67753	durr1987preliminary
368	190_soap	SOAP	SanEstebanAtatlahucaMixtec	Mixtec	nāmà	nāmà	n a ³ m a ¹	na³ma¹	690	690	17.07133	-97.67753	durr1987preliminary
372	160_cold	COLD	SanEstebanAtatlahucaMixtec	Mixtec	mìxī̧	mìxī̧	m i ¹ x ĩ ³	mi¹xĩ³	129	129	17.07133	-97.67753	durr1987preliminary
423	193_swelling	SWELLING	AlcozaucaGuerreroMixtec	Mixtec	kʷi̧ñu̧	kʷi̧ñu̧	kʷ ĩ ɲ ũ	kʷĩɲũ	742	742	17.3687	-98.3969	josserand1983mixtec
424	182_pimple	PIMPLE	AlcozaucaGuerreroMixtec	Mixtec	ⁿdi¹ʔi³	ⁿdi¹ʔi³	ⁿd i ¹ ʔ i ³	ⁿdi¹ʔi³	529	529	17.3687	-98.3969	swanton2020observaciones
426	184_pus	PUS	AlcozaucaGuerreroMixtec	Mixtec	lakʷa	lakʷa	l a kʷ a	lakʷa	574	574L	17.3687	-98.3969	josserand1983mixtec
427	147_sandal	SANDAL	AlcozaucaGuerreroMixtec	Mixtec	ⁿdi¹ʃã⁴	ⁿdi¹ʃã⁴	ⁿd i ¹ ʃ ã ⁵	ⁿdi¹ʃã⁵	631	631	17.3687	-98.3969	swanton2020observaciones
428	159_blousewoven	BLOUSE (WOVEN)	AlcozaucaGuerreroMixtec	Mixtec	ʃi¹kũ¹	ʃi¹kũ¹	ʃ i ¹ k ũ ¹	ʃi¹kũ¹	66	66	17.3687	-98.3969	swanton2020observaciones
430	73_path	PATH	AlcozaucaGuerreroMixtec	Mixtec	i³ʧi⁴	i³ʧi⁴	i ³ tʃ i ⁵	i³tʃi⁵	523	523	17.3687	-98.3969	swanton2020observaciones
431	177_mat	MAT	AlcozaucaGuerreroMixtec	Mixtec	i³bi⁴	i³bi⁴	i ³ β i ⁵	i³βi⁵	416	416	17.3687	-98.3969	swanton2020observaciones
433	1_animal	ANIMAL	AlcozaucaGuerreroMixtec	Mixtec	ki³ti⁴	ki³ti⁴	k i ³ t i ⁵	ki³ti⁵	2	2	17.3687	-98.3969	swanton2020observaciones
434	9_bird	BIRD	AlcozaucaGuerreroMixtec	Mixtec	saa	saa	s a a	saa	49	49	17.3687	-98.3969	josserand1983mixtec
435	207_hawk	HAWK	AlcozaucaGuerreroMixtec	Mixtec	tasu̧	tasu̧	t a s ũ	tasũ	192	192	17.3687	-98.3969	josserand1983mixtec
436	89_scorpion	SCORPION	AlcozaucaGuerreroMixtec	Mixtec	ti-so̧ʔma̧	ti-so̧ʔma̧	t i + s õ ʔ m ã	ti+sõʔmã	9 635	9 635	17.3687	-98.3969	josserand1983mixtec
437	202_cockroach	COCKROACH	AlcozaucaGuerreroMixtec	Mixtec	te-teʔe	te-teʔe	t e + t e ʔ e	te+teʔe	9 59	9 59	17.3687	-98.3969	josserand1983mixtec
438	226_rat	RAT	AlcozaucaGuerreroMixtec	Mixtec	ti̧i̧	ti̧i̧	t ĩ ĩ	tĩĩ	444	444	17.3687	-98.3969	josserand1983mixtec
