ID	DOCULECT	CONCEPT	SPANISH_GLOSS	VALUE	FORM	IDlist	CONCEPTICON_ID	LOAN	LOAN_SOURCE	SOURCE	FLOATTONE	VARIETY_CODE
6145	SantiagoTilantongoMixtec	NOSE	nariz	đi̧tni̧	đi̧tni̧	25	1221			josserand1983mixtec		tila11
6464	SanMiguelTlacotepecMixtec	NOSE	nariz	šìtì	šìtì	25	1221			josserand1983mixtec		tlac12
6725	SantiagoTamazolaMixtec	NOSE	nariz	θiti	θiti	25	1221			josserand1983mixtec		tama12
6808	SanJuanDiuxiMixtec_B	NOSE	nariz	đi̧tni̧	đi̧tni̧	25	1221			josserand1983mixtec		diux11
6861	SantiagoTlazoyaltepecMixtec	NOSE	nariz	đitni̧	đitni̧	25	1221			josserand1983mixtec		tlaz11
6979	SantiagoTlazoyaltepecMixtec	NOSE	nariz	đitni̧	đitni̧	25	1221			josserand1983mixtec		tlaz11
7066	SantosReyesTepejilloMixtec	NOSE	nariz	šiči	šiči	25	1221			josserand1983mixtec		reye11
7170	SanJoseSinicahuaMixtec	NOSE	nariz	taʔƀi	taʔƀi	25	1221			josserand1983mixtec		sini11
7325	SanJorgeNuchitaMixtec	NOSE	nariz	šiti	šiti	25	1221			josserand1983mixtec		nuch11
7611	SanPedroJicayanMixtec	NOSE	nariz	šiti̧	šiti̧	25	1221			josserand1983mixtec		jica12
7682	AlacatlatzalaMixtec_C	NOSE	nariz	siti̧	siti̧	25	1221			josserand1983mixtec		alac11
7815	SanPedroJocotipacMixtec	NOSE	nariz	iči	iči	25	1221			josserand1983mixtec		joco11
7887	SanBartolomeYucuaneMixtec	NOSE	nariz	ṣ̌itni̧	ṣ̌itni̧	25	1221			josserand1983mixtec		yucu11
7945	SanAntonioNduayacoMixtec	NOSE	nariz	šiči	šiči	25	1221			josserand1983mixtec		ndua11
8182	SanJuanNumiMixtec	NOSE	nariz	stni̧i̧	stni̧i̧	25	1221			josserand1983mixtec		numi11
8668	SanCristobalJamiltepecMixtec	NOSE	nariz	šiči	šiči	25	1221			josserand1983mixtec		cris11
8946	SantaMariaYucuhitiMixtec	NOSE	nariz	šītī̧	šītī̧	25	1221			josserand1983mixtec		yucu12
8952	SanBartoloSoyaltepecMixtec	NOSE	nariz	đi̧tni̧	đi̧tni̧	25	1221			josserand1983mixtec		soya11
9270	SantaMariaZacatepecMixtec	NOSE	nariz	šiti̧ʔ	šiti̧ʔ	25	1221			josserand1983mixtec		zaca11
9279	SantiagoApoalaMixtec	NOSE	nariz	šiči	šiči	25	1221			josserand1983mixtec		apoa11
9417	SantiagoIxtaltepecMixtec	NOSE	nariz	điti	điti	25	1221			josserand1983mixtec		ixta12
9518	SanMiguelChicahuaMixtec	NOSE	nariz	šiči	šiči	25	1221			josserand1983mixtec		chic11
10322	SanMiguelElGrandeMixtec_A	NOSE	nariz	kutū	kutū	25	1221			josserand1983mixtec		gran11
10560	SanMiguelAchiutlaMixtec	NOSE	nariz	šitNi̧	šitNi̧	25	1221			josserand1983mixtec		achi11
10800	YutanduchiGuerreroMixtec	NOSE	nariz	đi̧ni̧	đi̧ni̧	25	1221			josserand1983mixtec		yuta11
10825	SanMiguelIxtapamMixtec	NOSE	nariz	điči	điči	25	1221			josserand1983mixtec		ixta13
11231	SanMartinPerasMixtec	NOSE	nariz	šiȼi̧	šiȼi̧	25	1221			josserand1983mixtec		pera11
11322	SanAgustinChayucoMixtec	NOSE	nariz	šitʸi	šitʸi	25	1221			josserand1983mixtec		chay11
11590	SanMiguelAhuehuetitlanMixtec	NOSE	nariz	θiti	θiti	25	1221			josserand1983mixtec		ahue11
11831	Proto-Mixtec	NOSE	nariz	siti̧ʔ	siti̧ʔ	25	1221			josserand1983mixtec		prom01
11846	LosTejocotesMixtec	NOSE	nariz	šiči	šiči	25	1221			josserand1983mixtec		tejo11
11969	SantaMariaYolotepecMixtec	NOSE	nariz	šitNi̧	šitNi̧	25	1221			josserand1983mixtec		yolo11
12394	SantiagoChazumbaMixtec	NOSE	nariz	điči̧	điči̧	25	1221			josserand1983mixtec		chaz11
12584	SantiagoYosonduaMixtec_B	NOSE	nariz	(žu)-šiNni̧	žu-šiNni̧	25	1221			josserand1983mixtec		yoso11
12586	XayacatlanBravoMixtec	NOSE	nariz	đìtnì̧	đìtnì̧	25	1221			josserand1983mixtec		xaya12
12796	TepejilloMixtec	NOSE	nariz	điči	điči	25	1221			josserand1983mixtec		tepe11
12849	CosoltepecMixtec	NOSE	nariz	điči̧	điči̧	25	1221			josserand1983mixtec		coso11
12892	SantaLuciaMonteverdeMixtec	NOSE	nariz	istni̧	istni̧	25	1221			josserand1983mixtec		mont13
13359	SanMiguelAmatitlanMixtec	NOSE	nariz	điči	điči	25	1221			josserand1983mixtec		amat11
13808	SantaCatarinaEstetlaMixtec	NOSE	nariz	đi̧tni̧	đi̧tni̧	25	1221			josserand1983mixtec		este11
14179	SanJuanMixtepecMixtec	NOSE	nariz	šitʸi	šitʸi	25	1221			josserand1983mixtec		mixt11
14387	SantoDomingoNundoMixtec	NOSE	nariz	šti̧i̧	šti̧i̧	25	1221			josserand1983mixtec		nund13
14508	SantaMariaYucunicocoMixtec	NOSE	nariz	ʔì̧ští̧	ʔì̧ští̧	25	1221			josserand1983mixtec		yucu15
14563	SantaCruzNundacoMixtec	NOSE	nariz	šiti	šiti	25	1221			josserand1983mixtec		nund11
14609	SanLorenzoMixtec	NOSE	nariz	šitʸi	šitʸi	25	1221			josserand1983mixtec		lore11
14618	SantaCruzBravoMixtec	NOSE	nariz	šitni̧	šitni̧	25	1221			josserand1983mixtec		brav11
14734	SantaCruzItundujiaMixtec	NOSE	nariz	isti̧	isti̧	25	1221			josserand1983mixtec		itun11
14748	SanPedroMolinosMixtec	NOSE	nariz	stNi̧i̧	stNi̧i̧	25	1221			josserand1983mixtec		moli11
14774	SantaCatarinaTlaltempanMixtec	NOSE	nariz	đitni̧	đitni̧	25	1221			josserand1983mixtec		tlal11
14801	SanAgustinAtenangoMixtec	NOSE	nariz	šiti	šiti	25	1221			josserand1983mixtec		aten11
14876	SantaCatarinaAdequezMixtec	NOSE	nariz	đi̧(ʔ)ni̧	đi̧ʔni̧	25	1221			josserand1983mixtec		adeq11
14884	SantaCatarinaMechoacanMixtec	NOSE	nariz	šitʸi̧	šitʸi̧	25	1221			josserand1983mixtec		mech11
14899	SantiagoPinotepaNacionalMixtec	NOSE	nariz	šiti	šiti	25	1221			josserand1983mixtec		pino11
14935	SantaAnaCuauhtemocMixtec	NOSE	nariz	đi̧ʰȼi̧	đi̧ʰȼi̧	25	1221			josserand1983mixtec		cuau11
14982	SantaMariaChigmecatitlanMixtec	NOSE	nariz	đitni̧	đitni̧	25	1221			josserand1983mixtec		chig11
15025	SantaMariaAcatepecMixtec	NOSE	nariz	siči̧	siči̧	25	1221			josserand1983mixtec		acat11
15088	SantaMariaApazcoMixtec	NOSE	nariz	šiči	šiči	25	1221			josserand1983mixtec		apas11
15095	SantaMariaHuazolotitlanMixtec	NOSE	nariz	šitʸi̧	šitʸi̧	25	1221			josserand1983mixtec		huaz11
15304	TotoltepecGuerreroMixtec	NOSE	nariz	đitni̧	đitni̧	25	1221			josserand1983mixtec		toto12
15488	SantaMariaJicaltepecMixtec	NOSE	nariz	šiti̧	šiti̧	25	1221			josserand1983mixtec		jica11
15863	SanFranciscoSayultepecMixtec	NOSE	nariz	šitʸi̧	šitʸi̧	25	1221			josserand1983mixtec		sayu11
16499	SanPedroySanPabloTeposcolula1600Mixtec	NOSE	nariz	đi̧tni̧	đi̧tni̧	25	1221			josserand1983mixtec		tepo01
16786	SanPedroAtoyacMixtec	NOSE	nariz	šiti̧	šiti̧	25	1221			josserand1983mixtec		atoy11
16795	IxpantepecNievesMixtec	NOSE	nariz	šìtì	šìtì	25	1221			josserand1983mixtec		ixpa11
16798	SanSebastianTecomaxtlahuacaMixtec	NOSE	nariz	šiči	šiči	25	1221			josserand1983mixtec		teco11
16944	SanPedroCoxcaltepecCantarosMixtec	NOSE	nariz	đi̧(ʔ)ni̧	đi̧ʔni̧	25	1221			josserand1983mixtec		coxc11
17016	CuyamecalcoVillaZaragozaMixtec	NOSE	nariz	điʰči	điʰči	25	1221			josserand1983mixtec		cuya11
17160	SanPedroCoxcaltepecCantarosMixtec	NOSE	nariz	đi̧Nni̧	đi̧Nni̧	25	1221			josserand1983mixtec		coxc11
17420	SantiagoNuyooMixtec	NOSE	nariz	šiti̧	šiti̧	25	1221			josserand1983mixtec		nuyo11
17587	SantaMariaTataltepecMixtec	NOSE	nariz	điNni̧	điNni̧	25	1221			josserand1983mixtec		tata11
17589	SanPedroChayucoMixtec	NOSE	nariz	hɨti	hɨti	25	1221			josserand1983mixtec		chay12
18252	SanAntonioTepetlapaMixtec	NOSE	nariz	šiti̧	šiti̧	25	1221			josserand1983mixtec		tepe12
18568	CuilapamGuerreroMixtec	NOSE	nariz	đi̧Nni̧	đi̧Nni̧	25	1221			josserand1983mixtec		cuil11
18970	SanJuanYutaMixtec	NOSE	nariz	đi̧Nni̧	đi̧Nni̧	25	1221			josserand1983mixtec		yuta12
19117	YucuquimiOcampoMixtec	NOSE	nariz	ši̧ⁿti	ši̧ⁿti	25	1221			josserand1983mixtec		yucu16
19128	AlcozaucaGuerreroMixtec	NOSE	nariz	išti̧	išti̧	25	1221			josserand1983mixtec		alco11
19261	SantiagoJuxtlahuacaMixtec	NOSE	nariz	šiti	šiti	25	1221			josserand1983mixtec		juxt11
19860	SanSebastianMonteMixtec_B	NOSE	nariz	šiti	šiti	25	1221			josserand1983mixtec		mont12
19875	PinotepaDonLuisMixtec	NOSE	nariz	šiti̧	šiti̧	25	1221			josserand1983mixtec		pino12
19938	SanJuanTamazolaMixtec	NOSE	nariz	đi̧Nni̧	đi̧Nni̧	25	1221			josserand1983mixtec		tama11
19963	SanMartinDuraznosMixtec_B	NOSE	nariz	šiči	šiči	25	1221			josserand1983mixtec		dura11
20269	SanJuanTeitaMixtec	NOSE	nariz	điNni̧	điNni̧	25	1221			josserand1983mixtec		teit11
20357	YucunutiBenitoJuarezMixtec	NOSE	nariz	hiti	hiti	25	1221			josserand1983mixtec		yucu13
20372	AlacatlatzalaMixtec_C	NOSE	nariz	sitni̧	sitni̧	25	1221			josserand1983mixtec		alac11
20393	CoicoyanlasFloresMixtec	NOSE	nariz	šìtí̧	šìtí̧	25	1221			josserand1983mixtec		coic11
20789	YoloxochitlMixtec	NOSE	nariz	isti̧	isti̧	25	1221			josserand1983mixtec		yolo12
21154	SantoDomingoNuxaaMixtec	NOSE	nariz	điti̧	điti̧	25	1221			josserand1983mixtec		nuxa11
21583	SanAntonioHuitepecMixtec	NOSE	nariz	đi̧Ni̧	đi̧Ni̧	25	1221			josserand1983mixtec		huit11
21770	SantiagoCacaloxtepecMixtec	NOSE	nariz	điči̧	điči̧	25	1221			josserand1983mixtec		caca11
21820	ZapotitlanPalmasMixtec	NOSE	nariz	điči	điči	25	1221			josserand1983mixtec		zapo11
349	SanEstebanAtatlahucaMixtec_B	NOW OR TODAY	ahora	žačī	žačī	197	2097			josserand1983mixtec		atat11
777	SantaMariaChigmecatitlanMixtec	NOW OR TODAY	ahora	witni̧	witni̧	197	2097			josserand1983mixtec		chig11
918	SanAgustinChayucoMixtec	NOW OR TODAY	ahora	witʸi	witʸi	197	2097			josserand1983mixtec		chay11
967	SanAgustinMonteLobosMixtec	NOW OR TODAY	ahora	ƀiʔna̧	ƀiʔna̧	197	2097			josserand1983mixtec		mont14
1991	CosoltepecMixtec	NOW OR TODAY	ahora	wiči	wiči	197	2097			josserand1983mixtec		coso11
2409	SanMartinEstadoMixtec	NOW OR TODAY	ahora	ƀitʸi	ƀitʸi	197	2097			josserand1983mixtec		esta11
2628	SantoDomingoNuxaaMixtec	NOW OR TODAY	ahora	wita̧	wita̧	197	2097			josserand1983mixtec		nuxa11
2704	SanMartinPerasMixtec	NOW OR TODAY	ahora	ƀiȼi̧	ƀiȼi̧	197	2097			josserand1983mixtec		pera11
2944	SantiagoJuxtlahuacaMixtec	NOW OR TODAY	ahora	ƀitʸi	ƀitʸi	197	2097			josserand1983mixtec		juxt11
3246	SantoTomasOcotepecMixtec_B	NOW OR TODAY	ahora	nī̧tā̧	nī̧tā̧	197	2097			josserand1983mixtec		ocot11
3995	SanLorenzoMixtec	NOW OR TODAY	ahora	witʸi	witʸi	197	2097			josserand1983mixtec		lore11
4230	SanPedroySanPabloTeposcolula1600Mixtec	NOW OR TODAY	ahora	witna̧	witna̧	197	2097			josserand1983mixtec		tepo01
4570	CahuatacheMixtec	NOW OR TODAY	ahora	witni̧	witni̧	197	2097			josserand1983mixtec		cahu11
4852	SanJuanCoatzospamMixtec_B	NOW OR TODAY	ahora	eši	eši	197	2097			josserand1983mixtec		coat11
4927	SantaMariaJicaltepecMixtec	NOW OR TODAY	ahora	yati̧	yati̧	197	2097			josserand1983mixtec		jica11
5072	SantaMariaPenolesMixtec	NOW OR TODAY	ahora	ža̧či̧	ža̧či̧	197	2097			josserand1983mixtec		peno11
5072	SantaMariaPenolesMixtec	NOW OR TODAY	ahora	ƀìtná̧	ƀìtná̧	197	2097			josserand1983mixtec		peno11
5164	SantiagoIxtaltepecMixtec	NOW OR TODAY	ahora	wita	wita	197	2097			josserand1983mixtec		ixta12
5346	SanPedroJicayanMixtec	NOW OR TODAY	ahora	ƀiti̧	ƀiti̧	197	2097			josserand1983mixtec		jica12
5398	SantoDomingoTonahuixtlaMixtec	NOW OR TODAY	ahora	witni̧	witni̧	197	2097			josserand1983mixtec		tona11
5513	SanJorgeNuchitaMixtec	NOW OR TODAY	ahora	ƀiti	ƀiti	197	2097			josserand1983mixtec		nuch11
5843	SanFranciscoSayultepecMixtec	NOW OR TODAY	ahora	witʸi̧	witʸi̧	197	2097			josserand1983mixtec		sayu11
6119	SanAntonioHuitepecMixtec	NOW OR TODAY	ahora	wi̧N(n)a̧	wi̧Nna̧	197	2097			josserand1983mixtec		huit11
6158	SanAntonioTepetlapaMixtec	NOW OR TODAY	ahora	witi̧	witi̧	197	2097			josserand1983mixtec		tepe12
6215	SanMartinDuraznosMixtec_B	NOW OR TODAY	ahora	ƀiči	ƀiči	197	2097			josserand1983mixtec		dura11
6395	SanAgustinTlacotepecMixtec	NOW OR TODAY	ahora	ƀitNa̧	ƀitNa̧	197	2097			josserand1983mixtec		tlac11
6429	SanAgustinAtenangoMixtec	NOW OR TODAY	ahora	ƀiti	ƀiti	197	2097			josserand1983mixtec		aten11
6604	SanAndresNuxinoMixtec	NOW OR TODAY	ahora	ƀi̧ʔña	ƀi̧ʔña	197	2097			josserand1983mixtec		nuxi11
7081	SanBartoloSoyaltepecMixtec	NOW OR TODAY	ahora	witña̧	witña̧	197	2097			josserand1983mixtec		soya11
7101	SanBartolomeYucuaneMixtec	NOW OR TODAY	ahora	witna̧	witna̧	197	2097			josserand1983mixtec		yucu11
7378	SanJuanMixtepecMixtec	NOW OR TODAY	ahora	ƀitʸi	ƀitʸi	197	2097			josserand1983mixtec		mixt11
7403	SantaMariaZacatepecMixtec	NOW OR TODAY	ahora	ƀiti̧	ƀiti̧	197	2097			josserand1983mixtec		zaca11
7574	PinotepaDonLuisMixtec	NOW OR TODAY	ahora	ƀiti̧	ƀiti̧	197	2097			josserand1983mixtec		pino12
7924	SantiagoChazumbaMixtec	NOW OR TODAY	ahora	viči	viči	197	2097			josserand1983mixtec		chaz11
7990	SantaMariaYolotepecMixtec	NOW OR TODAY	ahora	ƀitNa̧	ƀitNa̧	197	2097			josserand1983mixtec		yolo11
8440	SanMiguelAchiutlaMixtec	NOW OR TODAY	ahora	ƀitNa̧	ƀitNa̧	197	2097			josserand1983mixtec		achi11
8483	SanLuisMoreliaMixtec	NOW OR TODAY	ahora	ƀiti	ƀiti	197	2097			josserand1983mixtec		more11
8693	SanMateoSindihuiMixtec	NOW OR TODAY	ahora	wi̧na̧	wi̧na̧	197	2097			josserand1983mixtec		sind11
8697	SanMiguelChicahuaMixtec	NOW OR TODAY	ahora	wita	wita	197	2097			josserand1983mixtec		chic11
10347	SanPedroJocotipacMixtec	NOW OR TODAY	ahora	wita̧	wita̧	197	2097			josserand1983mixtec		joco11
10448	SanMiguelElGrandeMixtec_A	NOW OR TODAY	ahora	ƀita̧	ƀita̧	197	2097			josserand1983mixtec		gran11
10546	XayacatlanBravoMixtec	NOW OR TODAY	ahora	vītnī̧	vītnī̧	197	2097			josserand1983mixtec		xaya12
10568	SanMiguelElGrandeMixtec_A	NOW OR TODAY	ahora	ƀitna̧	ƀitna̧	197	2097			josserand1983mixtec		gran11
10572	SantiagoCacaloxtepecMixtec	NOW OR TODAY	ahora	ƀiči̧	ƀiči̧	197	2097			josserand1983mixtec		caca11
10573	SantiagoCacaloxtepecMixtec	NOW OR TODAY	ahora	žači̧	žači̧	197	2097			josserand1983mixtec		caca11
10775	TepangoMixtec_B	NOW OR TODAY	ahora	viʰti̧	viʰti̧	197	2097			josserand1983mixtec		ayut11
11963	SanMiguelAhuehuetitlanMixtec	NOW OR TODAY	ahora	ƀiti	ƀiti	197	2097			josserand1983mixtec		ahue11
12519	AlcozaucaGuerreroMixtec	NOW OR TODAY	ahora	witi̧	witi̧	197	2097			josserand1983mixtec		alco11
12647	SanJuanNumiMixtec	NOW OR TODAY	ahora	ƀitna̧	ƀitna̧	197	2097			josserand1983mixtec		numi11
12720	SantaCruzBravoMixtec	NOW OR TODAY	ahora	witni̧	witni̧	197	2097			josserand1983mixtec		brav11
12802	SantaCatarinaTlaltempanMixtec	NOW OR TODAY	ahora	đitwi?	đitwi	197	2097			josserand1983mixtec		tlal11
12918	SanSebastianTecomaxtlahuacaMixtec	NOW OR TODAY	ahora	ƀiči	ƀiči	197	2097			josserand1983mixtec		teco11
12997	SantaCatarinaMechoacanMixtec	NOW OR TODAY	ahora	witʸi̧	witʸi̧	197	2097			josserand1983mixtec		mech11
13052	SantaMariaApazcoMixtec	NOW OR TODAY	ahora	wita	wita	197	2097			josserand1983mixtec		apas11
13082	SantaCatarinaEstetlaMixtec	NOW OR TODAY	ahora	ta-wii	ta-wii	197	2097			josserand1983mixtec		este11
13086	SantaMariaHuazolotitlanMixtec	NOW OR TODAY	ahora	witʸi̧	witʸi̧	197	2097			josserand1983mixtec		huaz11
13099	SantiagoNuyooMixtec	NOW OR TODAY	ahora	ƀītā̧	ƀītā̧	197	2097			josserand1983mixtec		nuyo11
13204	SantaCatarinaEstetlaMixtec	NOW OR TODAY	today	witna̧	witna̧	197	2097			josserand1983mixtec		este11
13277	SantaMariaAcatepecMixtec	NOW OR TODAY	ahora	witʸi̧	witʸi̧	197	2097			josserand1983mixtec		acat11
13319	SantaCruzItundujiaMixtec	NOW OR TODAY	ahora	ƀita̧	ƀita̧	197	2097			josserand1983mixtec		itun11
13421	SantaAnaCuauhtemocMixtec	NOW OR TODAY	ahora	wi-yaʔa	wi-yaʔa	197	2097			josserand1983mixtec		cuau11
13444	SantaLuciaMonteverdeMixtec	NOW OR TODAY	ahora	ƀitna̧	ƀitna̧	197	2097			josserand1983mixtec		mont13
13507	SanMiguelPiedrasMixtec	NOW OR TODAY	ahora	wi̧na̧	wi̧na̧	197	2097			josserand1983mixtec		pied11
13633	Proto-Mixtec	NOW OR TODAY	ahora	witi̧	witi̧	197	2097			josserand1983mixtec		prom01
13832	SanJuanColoradoMixtec_B	NOW OR TODAY	ahora	ƀitʸi̧	ƀitʸi̧	197	2097			josserand1983mixtec		colo11
14720	SanJuanTeitaMixtec	NOW OR TODAY	ahora	wi̧Na̧	wi̧Na̧	197	2097			josserand1983mixtec		teit11
14775	GuadalupeVillahermosaMixtec	NOW OR TODAY	ahora	ƀiti	ƀiti	197	2097			josserand1983mixtec		guad11
14894	SanMiguelTlacotepecMixtec	NOW OR TODAY	ahora	ƀiči	ƀiči	197	2097			josserand1983mixtec		tlac12
15116	CuilapamGuerreroMixtec	NOW OR TODAY	ahora	wiȼa	wiȼa	197	2097			josserand1983mixtec		cuil11
15505	SanPedroTututepecMixtec	NOW OR TODAY	ahora	witʸi̧	witʸi̧	197	2097			josserand1983mixtec		tutu12
15973	IxpantepecNievesMixtec	NOW OR TODAY	ahora	ƀiȼi	ƀiȼi	197	2097			josserand1983mixtec		ixpa11
16244	SanPedroAtoyacMixtec	NOW OR TODAY	ahora	witi̧	witi̧	197	2097			josserand1983mixtec		atoy11
16556	CuyamecalcoVillaZaragozaMixtec	NOW OR TODAY	ahora	wi-yaʔa	wi-yaʔa	197	2097			josserand1983mixtec		cuya11
16703	SantaMariaPenolesMixtec	NOW OR TODAY	ahora	ža̧či̧	ža̧či̧	197	2097			josserand1983mixtec		peno11
16812	SantaMariaPenolesMixtec	NOW OR TODAY	ahora	ƀìtná̧	ƀìtná̧	197	2097			josserand1983mixtec		peno11
17011	CoicoyanlasFloresMixtec	NOW OR TODAY	ahora	ƀiči̧	ƀiči̧	197	2097			josserand1983mixtec		coic11
17226	CuatzoquitengoMixtec	NOW OR TODAY	ahora	witi̧	witi̧	197	2097			josserand1983mixtec		cuat11
17457	SantiagoTlazoyaltepecMixtec	NOW OR TODAY	ahora	witna̧	witna̧	197	2097			josserand1983mixtec		tlaz11
17482	AlacatlatzalaMixtec_C	NOW OR TODAY	ahora	ƀitni̧	ƀitni̧	197	2097			josserand1983mixtec		alac11
17483	AlacatlatzalaMixtec_C	NOW OR TODAY	ahora	ƀiti̧	ƀiti̧	197	2097			josserand1983mixtec		alac11
17549	SantiagoJamiltepecMixtec_B	NOW OR TODAY	ahora	ƀitʸi̧	ƀitʸi̧	197	2097			josserand1983mixtec		jami11
17557	SanPedroMolinosMixtec	NOW OR TODAY	ahora	žači	žači	197	2097			josserand1983mixtec		moli11
17569	SanJuanTamazolaMixtec	NOW OR TODAY	ahora	wiNa̧	wiNa̧	197	2097			josserand1983mixtec		tama11
17618	SantiagoTlazoyaltepecMixtec	NOW OR TODAY	ahora	witna̧	witna̧	197	2097			josserand1983mixtec		tlaz11
17619	SantiagoTlazoyaltepecMixtec	NOW OR TODAY	ahora	žači	žači	197	2097			josserand1983mixtec		tlaz11
17731	SantiagoTlazoyaltepecMixtec	NOW OR TODAY	ahora	žači	žači	197	2097			josserand1983mixtec		tlaz11
18051	SantiagoTilantongoMixtec	NOW OR TODAY	ahora	žači	žači	197	2097			josserand1983mixtec		tila11
18280	SantiagoTamazolaMixtec	NOW OR TODAY	ahora	ƀiti	ƀiti	197	2097			josserand1983mixtec		tama12
18393	SantiagoPinotepaNacionalMixtec	NOW OR TODAY	ahora	ƀiti	ƀiti	197	2097			josserand1983mixtec		pino11
18396	SantosReyesTepejilloMixtec	NOW OR TODAY	ahora	ƀiči	ƀiči	197	2097			josserand1983mixtec		reye11
18562	SantiagoIxtayutlaMixtec	NOW OR TODAY	ahora	ƀitʸi̧	ƀitʸi̧	197	2097			josserand1983mixtec		ixta11
18815	SanPedroTidaaMixtec	NOW OR TODAY	ahora	witna̧	witna̧	197	2097			josserand1983mixtec		tida11
18863	SantiagoYosonduaMixtec_B	NOW OR TODAY	ahora	ƀi̧Na̧	ƀi̧Na̧	197	2097			josserand1983mixtec		yoso11
19283	SantoDomingoTonahuixtlaMixtec	NOW OR TODAY	ahora	wiči	wiči	197	2097			josserand1983mixtec		tona11
19568	TepejilloMixtec	NOW OR TODAY	hoy	wiči	wiči	197	2097			josserand1983mixtec		tepe11
20521	ChalcatongoHidalgoMixtec_B	NOW OR TODAY	ahora	ƀi̧na̧	ƀi̧na̧	197	2097			josserand1983mixtec		chal11
20530	SantiagoApoalaMixtec	NOW OR TODAY	ahora	ƀita	ƀita	197	2097			josserand1983mixtec		apoa11
20587	YucunutiBenitoJuarezMixtec	NOW OR TODAY	ahora	ƀiti	ƀiti	197	2097			josserand1983mixtec		yucu13
20951	SantaMariaYucuhitiMixtec	NOW OR TODAY	ahora	ƀita̧	ƀita̧	197	2097			josserand1983mixtec		yucu12
21028	SantaMariaYucunicocoMixtec	NOW OR TODAY	ahora	ƀītī̧	ƀītī̧	197	2097			josserand1983mixtec		yucu15
21378	YoloxochitlMixtec	NOW OR TODAY	ahora	witi̧	witi̧	197	2097			josserand1983mixtec		yolo12
21936	ZapotitlanPalmasMixtec	NOW OR TODAY	ahora	wiči	wiči	197	2097			josserand1983mixtec		zapo11
396	SanFranciscoJaltepetongoMixtec	OVEN	horno	ši̧ʔNu̧	ši̧ʔNu̧	117	1143			josserand1983mixtec		jate11
457	AlcozaucaGuerreroMixtec	OVEN	horno	šitu̧	šitu̧	117	1143			josserand1983mixtec		alco11
661	ChalcatongoHidalgoMixtec_B	OVEN	horno	xinu̧	xinu̧	117	1143			josserand1983mixtec		chal11
1365	SanAndresNuxinoMixtec	OVEN	horno	šiʔNu̧	šiʔNu̧	117	1143			josserand1983mixtec		nuxi11
1576	SanAndresNuxinoMixtec	OVEN	horno	šitNu̧	šitNu̧	117	1143			josserand1983mixtec		nuxi11
1935	CosoltepecMixtec	OVEN	horno	šitu̧ᵑ	šitu̧ᵑ	117	1143			josserand1983mixtec		coso11
2205	SanJuanDiuxiMixtec_B	OVEN	horno	šitnu̧	šitnu̧	117	1143			josserand1983mixtec		diux11
2287	SanJuanMixtepecMixtec	OVEN	horno	čìtu	čìtu	117	1143			josserand1983mixtec		mixt11
2575	SantoDomingoNuxaaMixtec	OVEN	horno	šitʸu̧	šitʸu̧	117	1143			josserand1983mixtec		nuxa11
3135	ElRosarioMicaltepecMixtec	OVEN	horno	šitu	šitu	117	1143			josserand1983mixtec		mica11
4061	SanLuisMoreliaMixtec	OVEN	horno	šito	šito	117	1143			josserand1983mixtec		more11
4723	SantaMariaPenolesMixtec	OVEN	horno	šítnú̧	šítnú̧	117	1143			josserand1983mixtec		peno11
4723	SantaMariaPenolesMixtec	OVEN	horno	šítnú̧	šítnú̧	117	1143			josserand1983mixtec		peno11
4885	SanJorgeNuchitaMixtec	OVEN	horno	šito	šito	117	1143			josserand1983mixtec		nuch11
5682	SantaMariaYolotepecMixtec	OVEN	horno	šitNu̧	šitNu̧	117	1143			josserand1983mixtec		yolo11
5974	SantaCatarinaTlaltempanMixtec	OVEN	horno	uřnu	uřnu	117	1143			josserand1983mixtec		tlal11
6394	SantiagoTlazoyaltepecMixtec	OVEN	horno	šitnu̧	šitnu̧	117	1143			josserand1983mixtec		tlaz11
6510	SantiagoTlazoyaltepecMixtec	OVEN	horno	šitnu̧	šitnu̧	117	1143			josserand1983mixtec		tlaz11
6710	GuadalupeVillahermosaMixtec	OVEN	horno	sito	sito	117	1143			josserand1983mixtec		guad11
6875	TotoltepecGuerreroMixtec	OVEN	horno	šitnu̧	šitnu̧	117	1143			josserand1983mixtec		toto12
7110	SantaMariaAcatepecMixtec	OVEN	horno	xitu̧	xitu̧	117	1143			josserand1983mixtec		acat11
7122	SantaCruzBravoMixtec	OVEN	horno	šitno̧	šitno̧	117	1143			josserand1983mixtec		brav11
7138	SantaAnaCuauhtemocMixtec	OVEN	horno	žiʰtu̧	žiʰtu̧	117	1143			josserand1983mixtec		cuau11
7260	SantaCatarinaEstetlaMixtec	OVEN	horno	šitnu̧	šitnu̧	117	1143			josserand1983mixtec		este11
7377	SantaCatarinaMechoacanMixtec	OVEN	horno	čitu̧	čitu̧	117	1143			josserand1983mixtec		mech11
7412	SantaMariaApazcoMixtec	OVEN	horno	šitu	šitu	117	1143			josserand1983mixtec		apas11
7463	SantaLuciaMonteverdeMixtec	OVEN	horno	itnu̧	itnu̧	117	1143			josserand1983mixtec		mont13
7552	SantaCruzItundujiaMixtec	OVEN	horno	itu̧	itu̧	117	1143			josserand1983mixtec		itun11
7575	Proto-Mixtec	OVEN	horno	xity	xity	117	1143			josserand1983mixtec		prom01
